"","term","best","auc","anova_p_value","is_sig","is_best","tsm_C","tsm_P","p_adj_overall","is_sig_overall"
"HP:0001053","Hypopigmented skin patches","UCS",0.64508357566734,2.00081901583521e-06,TRUE,TRUE,0.216958251174861,3.35379857535723e-05,0.000211033328208765,TRUE
"HP:0001061","Acne","GBM",0.670807596488737,0.0170399837270651,FALSE,FALSE,-0.317908245980088,0.204961752528415,0.30122895584113,FALSE
"HP:0001072","Thickened skin","DLBC",0.638915099926584,7.65253517402802e-13,TRUE,TRUE,0.206268015229751,6.37049347275427e-08,9.17049399090073e-07,TRUE
"HP:0001080","Biliary tract abnormality","KIRP",0.660868270694795,0.0163647972620472,TRUE,TRUE,0.193851491468274,0.000131927589220456,0.000668201104444602,TRUE
"HP:0001098","Abnormality of the fundus","UCEC",0.642215375166318,2.00893161863502e-43,TRUE,TRUE,0.291384734875681,2.77388281484009e-16,2.10085629935017e-14,TRUE
"HP:0001103","Abnormal macular morphology","COAD",0.640438681738352,0.00901840212420158,TRUE,TRUE,0.158493188735727,0.00132806042430149,0.00458495056263582,TRUE
"HP:0001120","Abnormality of corneal size","UCEC",0.692893799123671,1.99344153109412e-12,TRUE,TRUE,0.250474406600258,4.72884372670818e-07,5.33530574691694e-06,TRUE
"HP:0001123","Visual field defect","UCS",0.670855947847114,2.60888944245396e-09,TRUE,TRUE,0.239411292576255,3.18904509764385e-07,3.7894581486009e-06,TRUE
"HP:0001133","Constriction of peripheral visual field","UCEC",0.602531302264588,0.157542263849952,TRUE,TRUE,0.170069863698976,0.02100317394871,0.0455391254471881,TRUE
"HP:0001155","Abnormality of the hand","STAD",0.689425316116924,2.24650688073408e-77,TRUE,TRUE,0.336297529764297,3.53029127966733e-25,1.0100786343707e-22,TRUE
"HP:0001156","Brachydactyly","STAD",0.721635161628561,6.08446353130625e-29,TRUE,TRUE,0.386367731072604,9.8822138587811e-13,4.02048135578068e-11,TRUE
"HP:0001159","Syndactyly","UCEC",0.712775394116338,2.79725552936526e-33,TRUE,TRUE,0.394665945458053,1.62336252368138e-14,8.83884550207416e-13,TRUE
"HP:0001161","Hand polydactyly","UCEC",0.706870365941158,3.86799806188814e-17,TRUE,TRUE,0.368390219115692,2.52718368031996e-10,6.41333291534414e-09,TRUE
"HP:0001162","Postaxial hand polydactyly","UCEC",0.676084357447229,3.79058123265488e-05,TRUE,TRUE,0.229603594286914,1.11130673009628e-05,8.25303015491956e-05,TRUE
"HP:0001163","Abnormality of the metacarpal bones","STAD",0.750979105771628,2.58234494456411e-25,TRUE,TRUE,0.372614594085305,1.83817205633728e-09,3.82815508745103e-08,TRUE
"HP:0001166","Arachnodactyly","STAD",0.745521819914466,3.47584949798932e-10,TRUE,TRUE,0.277202668428344,0.000118252727415963,0.000609589189279465,TRUE
"HP:0001167","Abnormality of finger","STAD",0.699791273400217,4.59023740194478e-67,TRUE,TRUE,0.363712421188346,5.89621574933805e-23,1.22328313100959e-20,TRUE
"HP:0001171","Split hand","BLCA",0.694754495106887,0.000129167292717176,TRUE,TRUE,0.247874484891714,0.000321260833866559,0.00140719574378052,TRUE
"HP:0001172","Abnormality of the thumb","UCEC",0.732117864440274,2.84678952067702e-32,TRUE,TRUE,0.371063362980362,1.09340516251257e-12,4.40744976005066e-11,TRUE
"HP:0001181","Adducted thumb","LIHC",0.756103308845596,1.13492232629269e-06,TRUE,TRUE,0.184957430152103,0.000346076139518709,0.00149835120992691,TRUE
"HP:0001182","Tapered finger","UCS",0.735264365477732,5.22852821391189e-05,TRUE,TRUE,0.105923358119706,0.00168917457572518,0.00561723687533769,TRUE
"HP:0001191","Abnormality of the carpal bones","STAD",0.714000114813818,3.58705430195763e-06,TRUE,FALSE,0.238944498048433,0.00586912317721181,0.0157016889449138,TRUE
"HP:0001197","Abnormality of prenatal development or birth","STAD",0.673800629726295,1.08369252028484e-29,TRUE,TRUE,0.33162348237917,3.62675009308509e-13,1.59082777630153e-11,TRUE
"HP:0001220","Interphalangeal joint contracture of finger","UCEC",0.704479856506738,1.56880933224684e-12,TRUE,TRUE,0.223481671376093,3.0196705846306e-06,2.67102646014931e-05,TRUE
"HP:0001231","Abnormality of the fingernails","STAD",0.719290910226404,6.08342320583795e-13,TRUE,TRUE,0.326535132666242,2.61090507804661e-07,3.17486057490468e-06,TRUE
"HP:0001238","Slender finger","ACC",0.751996320936531,2.88624913305893e-10,TRUE,FALSE,0.131244241806629,0.0131197188992132,0.0305396583288289,TRUE
"HP:0001249","Intellectual disability","UCEC",0.68580088158696,8.30453395117542e-110,TRUE,TRUE,0.451641601883198,5.18873504390835e-40,1.24044228879362e-36,TRUE
"HP:0001250","Seizures","UCEC",0.669581832208391,1.22360205217566e-84,TRUE,TRUE,0.364545275240002,7.29249396507726e-27,2.85839407414847e-24,TRUE
"HP:0001251","Ataxia","UCS",0.639389879754661,1.24734986092681e-24,TRUE,FALSE,0.142928981836622,3.70064583220483e-05,0.000229071651513855,TRUE
"HP:0001252","Muscular hypotonia","UCEC",0.673301744130981,1.99033939513103e-86,TRUE,TRUE,0.341587529198328,7.02232599721568e-25,1.9333920934221e-22,TRUE
"HP:0001254","Lethargy","DLBC",0.658962994231143,0.000311759731244879,TRUE,FALSE,0.188383892649052,0.0304975805730409,0.0622116536423784,FALSE
"HP:0001256","Intellectual disability, mild","UCEC",0.697117613889815,9.47421280131525e-18,TRUE,TRUE,0.353526023461775,1.05549651887295e-08,1.83865561520821e-07,TRUE
"HP:0001257","Spasticity","UCEC",0.661948684021142,2.83066667704015e-28,TRUE,FALSE,0.207632157825711,1.2059013082705e-07,1.60992789481089e-06,TRUE
"HP:0001258","Spastic paraplegia","UCEC",0.68321197081193,2.94865207947825e-05,TRUE,TRUE,0.19117773553546,0.00149946493708657,0.00508014682191021,TRUE
"HP:0001259","Coma","READ",0.640327385644311,0.00409793955409994,FALSE,FALSE,0.0884498002076613,0.0361274634910425,0.0717598730334352,FALSE
"HP:0001260","Dysarthria","COAD",0.659387004935423,8.28210542366991e-20,TRUE,FALSE,0.195760458430506,3.84746175607213e-06,3.28968098138467e-05,TRUE
"HP:0001263","Global developmental delay","UCEC",0.676211657745742,2.79750975309626e-84,TRUE,TRUE,0.357083189933778,2.97138666384428e-25,8.67169483976314e-23,TRUE
"HP:0001265","Hyporeflexia","UCEC",0.661004091228473,4.63921403328999e-12,TRUE,TRUE,0.185347161675315,2.95698485016763e-05,0.000189853255961677,TRUE
"HP:0001266","Choreoathetosis","ACC",0.655064709780509,0.00991659400960469,TRUE,TRUE,0.162830419057099,0.00444807995737902,0.0125277712291208,TRUE
"HP:0001268","Mental deterioration","UCS",0.640385580767537,5.12450433810855e-07,TRUE,FALSE,0.13057391811133,0.00771667190544225,0.0196879023972864,TRUE
"HP:0001269","Hemiparesis","UCS",0.747836744837489,1.86555275543578e-05,TRUE,TRUE,0.149694609515559,0.0110247296603318,0.0264212954734067,TRUE
"HP:0001270","Motor delay","UCEC",0.699324583772862,5.27989857192654e-34,TRUE,TRUE,0.282960552656419,5.3755789546333e-11,1.57195286785589e-09,TRUE
"HP:0001272","Cerebellar atrophy","UCEC",0.66276750176869,6.44889265813292e-13,TRUE,FALSE,0.190710483523495,2.39020747643427e-05,0.000159066163709922,TRUE
"HP:0001273","Abnormality of the corpus callosum","UCEC",0.716573903109672,1.71467305848521e-50,TRUE,TRUE,0.410342097959144,4.92293461678114e-19,5.68618432148314e-17,TRUE
"HP:0001274","Agenesis of corpus callosum","UCEC",0.712344083088582,9.12478898444913e-19,TRUE,TRUE,0.278852219024176,1.82765184823522e-08,3.01118883358469e-07,TRUE
"HP:0001276","Hypertonia","UCEC",0.665557929554996,8.49101491316867e-39,TRUE,TRUE,0.27321713234128,6.7791173193303e-12,2.37410111816803e-10,TRUE
"HP:0001284","Areflexia","UCEC",0.686571767334536,5.67819092952005e-14,TRUE,TRUE,0.203042534539119,1.25880523139062e-05,9.19036988148029e-05,TRUE
"HP:0001287","Meningitis","DLBC",0.65763195166416,0.000449456730923113,TRUE,TRUE,0.257904476510096,0.0004263149028555,0.00177906207696877,TRUE
"HP:0001288","Gait disturbance","UCEC",0.685949236837626,1.9206788450637e-46,TRUE,TRUE,0.266180598608139,1.62376739015242e-12,6.34661082779573e-11,TRUE
"HP:0001290","Generalized hypotonia","UCEC",0.677658013427596,8.45755548714638e-56,TRUE,TRUE,0.363149548753166,3.26127258774042e-19,3.92212826376167e-17,TRUE
"HP:0001291","Abnormality of the cranial nerves","STAD",0.676930958653739,9.51437179413038e-19,TRUE,TRUE,0.234657094765757,2.09630632780749e-06,1.95834199330134e-05,TRUE
"HP:0001297","Stroke","LAML",0.71931827543805,2.09592191781429e-07,TRUE,TRUE,0.0754867035377966,0.000172470519648248,0.000837500772947497,TRUE
"HP:0001298","Encephalopathy","UCS",0.66684148390315,1.86337525716032e-12,TRUE,TRUE,0.272023636159763,4.67129592567154e-09,8.81805305917194e-08,TRUE
"HP:0001300","Parkinsonism","ACC",0.697042366689986,0.00045707064889791,TRUE,TRUE,0.166129980980973,0.00219256797155695,0.00698405410193387,TRUE
"HP:0001302","Pachygyria","UCEC",0.692820694542915,7.6170373876435e-07,TRUE,TRUE,0.210843810616558,0.000108252880555241,0.000566174205398595,TRUE
"HP:0001305","Dandy-Walker malformation","COAD",0.686606526875716,2.5369597611437e-06,TRUE,TRUE,0.202163393908762,0.000120413524724407,0.000619560702672268,TRUE
"HP:0001310","Dysmetria","STAD",0.717621083910271,3.74030330960933e-09,TRUE,TRUE,0.302058036622819,2.99745989320942e-05,0.000192033959146986,TRUE
"HP:0001311","Abnormal nervous system electrophysiology","UCS",0.694644486186508,2.04793069641846e-24,TRUE,FALSE,0.160364911609563,5.49092899722169e-05,0.000319982571595283,TRUE
"HP:0001315","Reduced tendon reflexes","UCS",0.672668179928242,1.61079517430676e-20,TRUE,FALSE,0.126909753943526,0.00177435268926597,0.00585644751001335,TRUE
"HP:0001317","Abnormality of the cerebellum","UCEC",0.656895296977227,1.02615831429782e-55,TRUE,TRUE,0.278311693650974,9.12589683297807e-16,6.23237534727688e-14,TRUE
"HP:0001319","Neonatal hypotonia","UCEC",0.671149130282883,6.61914786412635e-09,TRUE,TRUE,0.226772295394311,4.41868882925049e-06,3.71914097652892e-05,TRUE
"HP:0001320","Cerebellar vermis hypoplasia","UCEC",0.69651654882338,2.16646275459036e-12,TRUE,TRUE,0.273132185181839,8.12802203935422e-08,1.13714379288837e-06,TRUE
"HP:0001321","Cerebellar hypoplasia","UCEC",0.715537895359489,7.9559628963389e-16,TRUE,TRUE,0.253884411289243,2.41799843837849e-07,2.96333425639577e-06,TRUE
"HP:0001322","Brain very small","TGCT",0.667338580561239,1.66595287624901e-22,TRUE,TRUE,0.165658285606983,2.21203624140956e-07,2.75175045478672e-06,TRUE
"HP:0001324","Muscle weakness","UCS",0.648362708614858,7.73017548006872e-31,TRUE,FALSE,0.140002805134878,2.67011491870625e-05,0.000174172181018156,TRUE
"HP:0001328","Specific learning disability","STAD",0.689832211067874,1.84970755340051e-10,TRUE,FALSE,0.239450377332075,0.000348744071627964,0.00150840584816477,TRUE
"HP:0001331","Absent septum pellucidum","STAD",0.670677216853949,0.000733890257066053,TRUE,FALSE,0.23718368461977,0.0247681741150859,0.052369184218605,FALSE
"HP:0001332","Dystonia","UCS",0.64938811967861,1.08339840304853e-10,TRUE,FALSE,0.123766632751684,0.00618768185559091,0.0164095208645028,TRUE
"HP:0001336","Myoclonus","LIHC",0.623638856042597,0.00136635379110828,TRUE,TRUE,0.133055895245859,0.0117925806388962,0.027963382809616,TRUE
"HP:0001337","Tremor","UCS",0.679114658453464,2.58601963517392e-20,TRUE,FALSE,0.193374374547953,2.14579880324051e-06,1.99818099150514e-05,TRUE
"HP:0001339","Lissencephaly","ESCA",0.715206089665188,3.81077768535811e-05,FALSE,FALSE,-0.234944031905084,0.238649369155788,0.340585342119182,FALSE
"HP:0001344","Absent speech","UCEC",0.715253894752664,2.41889604214876e-05,TRUE,FALSE,0.183697535276729,0.0017817563698199,0.00587512555327177,TRUE
"HP:0001347","Hyperreflexia","UCS",0.63854866998369,1.00361902032437e-18,TRUE,FALSE,0.139283993117983,0.000144855730147366,0.000722644380960808,TRUE
"HP:0001360","Holoprosencephaly","UCEC",0.703142109907382,0.000616536721984473,TRUE,TRUE,0.208830955607256,0.000944619696891308,0.00345733552087799,TRUE
"HP:0001363","Craniosynostosis","UCEC",0.720474594403312,1.75297861922739e-13,TRUE,TRUE,0.306739738861953,8.11630591741342e-08,1.13586767212497e-06,TRUE
"HP:0001367","Abnormal joint morphology","UCEC",0.686046550277977,3.62772892547453e-90,TRUE,TRUE,0.382761121832069,1.54307904738916e-30,9.77504480776559e-28,TRUE
"HP:0001369","Arthritis","DLBC",0.622141081161141,0.0101651521988324,TRUE,TRUE,0.228001818214038,0.00044386648204474,0.00183967990134355,TRUE
"HP:0001371","Flexion contracture","UCS",0.672552151523124,2.95268812454031e-34,TRUE,FALSE,0.188188154850442,3.52362703048956e-08,5.40470556715876e-07,TRUE
"HP:0001373","Joint dislocation","UCEC",0.704858614872603,5.23724901524155e-27,TRUE,TRUE,0.311550066978998,5.69143617700989e-11,1.65547049890222e-09,TRUE
"HP:0001374","Congenital hip dislocation","TGCT",0.801279537342318,3.01090073816095e-10,TRUE,TRUE,0.179429876813478,4.23270478494714e-05,0.00025706282556305,TRUE
"HP:0001376","Limitation of joint mobility","UCEC",0.694754516943716,3.40269402216341e-25,TRUE,TRUE,0.282355261943615,2.66152041283208e-10,6.72694674319500e-09,TRUE
"HP:0001382","Joint hypermobility","UCEC",0.754354678878026,2.88280243871983e-41,TRUE,TRUE,0.502742109117464,1.02405361598517e-18,1.13491066059156e-16,TRUE
"HP:0001384","Abnormality of the hip joint","UCEC",0.712985871081248,2.96196155945625e-23,TRUE,TRUE,0.31512785887659,3.51796263680069e-10,8.6615485032951e-09,TRUE
"HP:0001385","Hip dysplasia","STAD",0.73390918189272,8.78764143056533e-12,TRUE,TRUE,0.268350429089426,0.000151234489322263,0.000749088142630844,TRUE
"HP:0001387","Joint stiffness","KIRP",0.733805117038622,4.26421602407795e-13,TRUE,FALSE,0.175918591732367,3.5689134043803e-05,0.000222208139562444,TRUE
"HP:0001388","Joint laxity","UCEC",0.763065013191102,9.8397276955735e-21,TRUE,TRUE,0.339409420588005,2.39884382413985e-08,3.83394623021344e-07,TRUE
"HP:0001392","Abnormality of the liver","UCEC",0.624504673127123,2.48227531910843e-24,TRUE,TRUE,0.254120677983764,5.23547643650472e-12,1.8724527490558e-10,TRUE
"HP:0001394","Cirrhosis","UCEC",0.645486643753537,1.31505728156619e-07,TRUE,TRUE,0.279257747510808,2.55252983340859e-07,3.10992335060657e-06,TRUE
"HP:0001395","Hepatic fibrosis","UCEC",0.669591948006047,1.2513176596253e-05,TRUE,TRUE,0.224806572112611,9.613614359626e-06,7.27980595410808e-05,TRUE
"HP:0001396","Cholestasis","DLBC",0.61299345170886,6.87721868928318e-05,TRUE,TRUE,0.261000011255447,2.96997704425132e-07,3.55617382628954e-06,TRUE
"HP:0001397","Hepatic steatosis","KIRP",0.66969068830518,3.27058278701895e-05,TRUE,FALSE,0.170714267084348,0.00178367971407342,0.00588088881325951,TRUE
"HP:0001399","Hepatic failure","DLBC",0.60781527173036,0.0273315458701525,FALSE,FALSE,0.119336981637889,0.106623001190142,0.176186339275994,FALSE
"HP:0001410","Decreased liver function","OV",0.612897615017105,0.00103059211609161,FALSE,FALSE,-0.22805329373827,0.121204175598339,0.196131677431004,FALSE
"HP:0001435","Abnormality of the shoulder girdle musculature","STAD",0.739875444154925,1.26656066172454e-07,TRUE,TRUE,0.315124421903267,0.000200288341098239,0.000949617937822648,TRUE
"HP:0001437","Abnormality of the musculature of the lower limbs","TGCT",0.673234685336769,5.70301168192403e-07,TRUE,FALSE,0.119834692162096,0.0184296634123764,0.04067236063421,TRUE
"HP:0001438","Abnormality of abdomen morphology","UCEC",0.620410713736051,7.0597956781928e-19,TRUE,TRUE,0.261750039718965,1.30809145639313e-10,3.52387763661942e-09,TRUE
"HP:0001446","Abnormality of the musculature of the upper limbs","STAD",0.72835141470868,1.30743776990902e-10,TRUE,TRUE,0.267669838785147,0.000390553450878552,0.00165378872757395,TRUE
"HP:0001482","Subcutaneous nodule","DLBC",0.719085109271063,6.16057614953305e-08,TRUE,TRUE,0.23433424332139,0.00013019739648677,0.000661197358306826,TRUE
"HP:0001500","Broad finger","UCEC",0.777275330861209,4.0409964818961e-15,TRUE,TRUE,0.366639833999331,2.98955657828865e-08,4.66729061238103e-07,TRUE
"HP:0001507","Growth abnormality","UCEC",0.656071583566602,2.71813133848687e-100,TRUE,TRUE,0.380231880946901,2.4960523630034e-37,4.5527995101182e-34,TRUE
"HP:0001508","Failure to thrive","UCEC",0.637179039635782,2.39617659497092e-29,TRUE,TRUE,0.280545434267266,1.65398333198854e-12,6.44744206065274e-11,TRUE
"HP:0001510","Growth delay","UCEC",0.668348542738456,4.67860591595942e-85,TRUE,TRUE,0.397001276745347,2.32524250632968e-31,1.5904658743295e-28,TRUE
"HP:0001511","Intrauterine growth retardation","UCEC",0.677781183483797,3.42493080755624e-22,TRUE,TRUE,0.231812665948198,3.99696463574581e-08,6.05017717477208e-07,TRUE
"HP:0001513","Obesity","UCEC",0.684121284047365,9.9019021565939e-23,TRUE,TRUE,0.31371948378481,7.25262963085869e-11,2.06834602423759e-09,TRUE
"HP:0001518","Small for gestational age","UCEC",0.664259487980894,6.4693375461123e-06,TRUE,TRUE,0.189756864409016,0.000462911588340445,0.00190688036992484,TRUE
"HP:0001531","Failure to thrive in infancy","DLBC",0.718000660179763,4.84281130492573e-07,TRUE,TRUE,0.279856267235491,2.7952754392641e-05,0.000181041541099608,TRUE
"HP:0001537","Umbilical hernia","STAD",0.713905116741299,3.89861730340592e-19,TRUE,TRUE,0.273030464643845,1.93450688755312e-07,2.44260090884123e-06,TRUE
"HP:0001539","Omphalocele","COAD",0.754690859260545,9.87628319473333e-09,TRUE,TRUE,0.174041754552145,0.00147141338128543,0.00500447456912058,TRUE
"HP:0001541","Ascites","ACC",0.686111828697712,0.00119475398651826,TRUE,TRUE,0.140495960270253,0.0188026867908375,0.0413746062609682,TRUE
"HP:0001547","Abnormality of the rib cage","COAD",0.694876524425397,6.75745924337022e-21,TRUE,TRUE,0.226648150215534,8.65702525055237e-07,9.04678771468562e-06,TRUE
"HP:0001551","Abnormality of the umbilicus","STAD",0.714307197460186,1.19096218579786e-19,TRUE,TRUE,0.275377186092778,1.19848749781052e-07,1.60332292708561e-06,TRUE
"HP:0001557","Prenatal movement abnormality","STAD",0.71318451748459,3.26037651300531e-12,TRUE,TRUE,0.375456697057331,4.21085205888212e-08,6.34449906962897e-07,TRUE
"HP:0001558","Decreased fetal movement","STAD",0.695565169593857,7.78945261379215e-09,TRUE,TRUE,0.352237198362974,6.8644848427521e-07,7.40147015951517e-06,TRUE
"HP:0001560","Abnormality of the amniotic fluid","STAD",0.665814903423948,9.52153359316881e-13,TRUE,TRUE,0.288930345907307,2.47333633737275e-07,3.02691561377773e-06,TRUE
"HP:0001561","Polyhydramnios","STAD",0.675075451575211,1.40377518500781e-10,TRUE,TRUE,0.332246947039981,2.10419581457074e-07,2.62730393550054e-06,TRUE
"HP:0001562","Oligohydramnios","COAD",0.67512795065314,0.000974691911128224,TRUE,TRUE,0.171316433797606,0.00113205253780309,0.00402083017402582,TRUE
"HP:0001574","Abnormality of the integument","UCEC",0.653579649872076,7.49760768116826e-99,TRUE,TRUE,0.343105875094362,4.95242917628265e-36,6.99346902003062e-33,TRUE
"HP:0001581","Recurrent skin infections","DLBC",0.692327827447563,1.43820744057582e-06,TRUE,TRUE,0.312683659474098,1.02503444503485e-07,1.39918640055646e-06,TRUE
"HP:0001582","Redundant skin","COAD",0.722353933440352,1.13348449637654e-07,TRUE,TRUE,0.232835654861897,8.84450487112045e-05,0.000476349711169007,TRUE
"HP:0001595","Abnormality of the hair","UCEC",0.670582234384672,2.89258426424931e-57,TRUE,TRUE,0.369059194850124,1.21120782439115e-22,2.38837088831293e-20,TRUE
"HP:0001596","Alopecia","UCEC",0.656827216543949,4.56546212592845e-07,TRUE,TRUE,0.261388709759593,4.00678530576452e-07,4.64023898267586e-06,TRUE
"HP:0001597","Abnormality of the nail","LUAD",0.674492832236679,1.86747310751236e-14,TRUE,FALSE,0.147047775103321,9.35743687821427e-05,0.000500160142589387,TRUE
"HP:0001600","Abnormality of the larynx","STAD",0.697490576574084,1.59807908023374e-12,TRUE,TRUE,0.34151257044559,8.14501359841645e-08,1.13879308618422e-06,TRUE
"HP:0001608","Abnormality of the voice","STAD",0.704358410012997,1.91597070055355e-26,TRUE,TRUE,0.34733081397981,1.12408910965833e-10,3.06975201898958e-09,TRUE
"HP:0001609","Hoarse voice","UCEC",0.72811360323216,9.42044853145302e-06,TRUE,TRUE,0.218123629755008,0.000115617825198818,0.000598543745967771,TRUE
"HP:0001611","Nasal speech","STAD",0.708376499323509,7.70031190178187e-05,TRUE,TRUE,0.344368081320784,1.22459667406761e-05,8.97504503666228e-05,TRUE
"HP:0001622","Premature birth","STAD",0.69226282842237,2.24414356750148e-08,TRUE,TRUE,0.359133293472308,6.7032128321672e-07,7.25259132330577e-06,TRUE
"HP:0001626","Abnormality of the cardiovascular system","UCEC",0.655865964840962,2.0834423462359e-101,TRUE,TRUE,0.333900345672448,3.29825360181938e-33,3.00800728485927e-30,TRUE
"HP:0001627","Abnormal heart morphology","UCEC",0.659258896725298,3.33336628271725e-62,TRUE,TRUE,0.280061018748925,5.58376345967305e-18,5.48060155180824e-16,TRUE
"HP:0001629","Ventricular septal defect","STAD",0.710889986988584,5.24345287279183e-25,TRUE,TRUE,0.293633977303079,4.47027762946806e-08,6.713237513125e-07,TRUE
"HP:0001631","Atrial septal defect","UCEC",0.711650195171585,3.85433923269373e-25,TRUE,TRUE,0.309658740475998,3.18817634340332e-10,7.92536102264757e-09,TRUE
"HP:0001633","Abnormality of the mitral valve","STAD",0.701011510187502,1.2316346595746e-10,TRUE,TRUE,0.284621379890763,4.49923394790857e-06,3.77242798896084e-05,TRUE
"HP:0001634","Mitral valve prolapse","STAD",0.80237888756424,2.151476674723e-12,TRUE,TRUE,0.291439095663438,9.43443213557494e-05,0.000503537797082332,TRUE
"HP:0001635","Congestive heart failure","UCS",0.70169472139316,2.62662429281346e-12,TRUE,FALSE,0.175780819894611,0.000632210239256747,0.00247771942566713,TRUE
"HP:0001636","Tetralogy of Fallot","STAD",0.673580360035773,1.36431457762305e-06,TRUE,TRUE,0.293077757625464,2.39685146022385e-05,0.000159435601766843,TRUE
"HP:0001637","Abnormal myocardium morphology","UCS",0.626133028726472,5.97796461627147e-14,TRUE,FALSE,0.120583392026953,0.00228423214846118,0.00722138705358827,TRUE
"HP:0001638","Cardiomyopathy","UCS",0.631509488608015,6.90848799110478e-14,TRUE,FALSE,0.128972822980182,0.00165678227112242,0.00552294400705567,TRUE
"HP:0001639","Hypertrophic cardiomyopathy","UCS",0.623663167738101,5.67829475240305e-07,TRUE,FALSE,0.121123884630367,0.00700104305883703,0.0181648684769826,TRUE
"HP:0001640","Cardiomegaly","PAAD",0.635897667753987,0.0419431077012332,FALSE,TRUE,0.0562129793168511,0.0651900802707581,0.117327671501571,FALSE
"HP:0001641","Abnormal pulmonary valve morphology","STAD",0.724416894214826,3.91260804479884e-11,TRUE,TRUE,0.322162102889026,2.74985230396369e-06,2.46978938158216e-05,TRUE
"HP:0001642","Pulmonic stenosis","TGCT",0.724517512065987,3.10135952472008e-07,TRUE,TRUE,0.165960481974238,0.000112979961161981,0.000587248964595923,TRUE
"HP:0001643","Patent ductus arteriosus","UCEC",0.706192404932113,2.18812444196936e-18,TRUE,TRUE,0.266487174239647,4.83913722261458e-08,7.19594236347887e-07,TRUE
"HP:0001644","Dilated cardiomyopathy","CHOL",0.690121190166425,2.98412130700903e-09,TRUE,TRUE,0.159798321853408,0.00103964336875854,0.00374179298781334,TRUE
"HP:0001645","Sudden cardiac death","UCS",0.676466360600436,5.5685077758987e-06,TRUE,TRUE,0.228571963565917,6.64080464813253e-05,0.000375300625195778,TRUE
"HP:0001646","Abnormality of the aortic valve","STAD",0.661750421771555,2.38055330492856e-09,TRUE,TRUE,0.316733655011991,2.3478564196476e-07,2.89275999511662e-06,TRUE
"HP:0001647","Bicuspid aortic valve","ESCA",0.75112848399024,1.30765946936268e-05,TRUE,FALSE,0.118268561869739,0.00609934977475989,0.0162106208329724,TRUE
"HP:0001649","Tachycardia","LUAD",0.662560238041359,4.40518087604709e-08,TRUE,TRUE,0.266183697636338,2.8288141431683e-08,4.4337331876597e-07,TRUE
"HP:0001650","Aortic valve stenosis","STAD",0.700736789766193,0.000458728199921337,TRUE,TRUE,0.354943088050577,7.21428578356004e-06,5.68929155937893e-05,TRUE
"HP:0001651","Dextrocardia","UCEC",0.66359595250632,0.000914919468803929,TRUE,TRUE,0.217727404700764,5.02374306385331e-05,0.000296507181290606,TRUE
"HP:0001653","Mitral regurgitation","STAD",0.678858921339484,5.72571032647463e-05,TRUE,TRUE,0.29632568403937,8.90456152774215e-05,0.000479297784486185,TRUE
"HP:0001654","Abnormality of the heart valves","STAD",0.690623993539412,1.58834733408378e-22,TRUE,TRUE,0.291972743927273,2.32877087196540e-09,4.74380054402779e-08,TRUE
"HP:0001658","Myocardial infarction","CESC",0.664002433127304,0.00516165434176355,TRUE,TRUE,0.275366061805812,0.000237752255003724,0.00109660127647698,TRUE
"HP:0001659","Aortic regurgitation","ACC",0.709496201051996,0.000185613785528103,TRUE,TRUE,0.17359459057315,0.000857500348870262,0.00319335901932323,TRUE
"HP:0001671","Abnormality of the cardiac septa","UCEC",0.706208562830555,1.17344508392578e-41,TRUE,TRUE,0.327931131917975,5.21382898014345e-14,2.61539893954571e-12,TRUE
"HP:0001677","Coronary artery disease","UCEC",0.657746319861149,3.76612336328599e-07,TRUE,TRUE,0.30895469232375,1.97999477443871e-07,2.49284587994906e-06,TRUE
"HP:0001679","Abnormal aortic morphology","UCS",0.673207996902717,1.41273856513396e-13,TRUE,TRUE,0.217402707526744,4.44720496545063e-07,5.05401984858688e-06,TRUE
"HP:0001680","Coarctation of aorta","THCA",0.682299152082743,4.83087863791239e-09,TRUE,TRUE,0.612567230416644,4.45712976720228e-05,0.00026849499475581,TRUE
"HP:0001692","Primary atrial arrhythmia","LUAD",0.71176069367125,1.20438607691711e-06,TRUE,TRUE,0.317115500827568,9.34515370946923e-09,1.64625130296066e-07,TRUE
"HP:0001695","Cardiac arrest","UCS",0.663822090970923,4.80268547083512e-06,TRUE,TRUE,0.209970344273924,0.000255536943423272,0.00116459464950196,TRUE
"HP:0001696","Situs inversus totalis","UCEC",0.657925416710609,0.00374938374750563,TRUE,TRUE,0.20821705717916,0.00025393724797037,0.00115843653263348,TRUE
"HP:0001710","Conotruncal defect","BLCA",0.667169268913385,2.43554394891042e-05,TRUE,TRUE,0.20986106625165,0.000413825642631505,0.00173558542461168,TRUE
"HP:0001711","Abnormal morphology of the left ventricle","UCS",0.707070278945695,2.8262920866757e-05,TRUE,TRUE,0.160705152970304,0.0178648955558768,0.0396217280298949,TRUE
"HP:0001712","Left ventricular hypertrophy","UCS",0.721225444434579,0.000161652135614969,TRUE,TRUE,0.156605755830728,0.0175916661865552,0.0391108572362946,TRUE
"HP:0001713","Abnormal cardiac ventricle morphology","UCS",0.693514932420239,7.41612289104363e-28,TRUE,TRUE,0.211890252555445,1.35117208121567e-08,2.30151396993374e-07,TRUE
"HP:0001714","Ventricular hypertrophy","UCS",0.710032937225614,9.23866998674192e-06,TRUE,FALSE,0.155919889335361,0.0179351770588523,0.0397494082081976,TRUE
